ints_id,title,company,location,link,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,nishu314@gmail.com,talk2nishantn@gmail.com,N@gmail.com,dubeyrahul@gmail.com
176,Business Development (Sales),Rajhans Impex,Work From Home,https://internshala.com/internships/marketing-internship/page-5,5.0,,,5.0,,3.0,2.0,,,4.0,,,,,,
177,Business Development (Sales),Vplak,Work From Home,https://internshala.com/internships/marketing-internship/page-5,5.0,,,,,,5.0,,5.0,,2.0,,,,,
178,Business Development (Sales),Pitchcraft Communication,Delhi,https://internshala.com/internships/marketing-internship/page-5,,,,4.0,,,,4.0,,4.0,,,,,,
179,Business Development (Sales),Ignite Club,"Chennai, Dehradun, Delhi, Pune, Shillong, Visakhapatnam, Bangalore, Hyderabad, Mumbai, Jaipur",https://internshala.com/internships/marketing-internship/page-5,5.0,,,4.0,,,,,,3.0,,2.0,,,,
180,Business Development,Eye Mantra Hospital,Delhi,https://internshala.com/internships/marketing-internship/page-5,3.0,,,,,,,,,,,,,,,
181,Business Development,Panshul Technologies LLP,Mumbai,https://internshala.com/internships/marketing-internship/page-5,,,,,,3.0,,,,3.0,,,,,,
182,Business Development (Sales),MaskAid+,Delhi,https://internshala.com/internships/marketing-internship/page-5,,,,,,1.0,,,4.0,5.0,,,,,,
183,Marketing,Reach Technologies,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,,,,3.0,,,,,5.0,,,,
184,Marketing,Shiptern,Work From Home,https://internshala.com/internships/marketing-internship/page-5,4.0,,,,,,,,,,,,,,,
185,Business Development (Sales),Chhatra Sansad,Vadodara,https://internshala.com/internships/marketing-internship/page-5,,,,1.0,,4.0,,5.0,,,,4.0,,,,
186,Fashion Merchandizing,Amalgam,Work From Home,https://internshala.com/internships/marketing-internship/page-5,4.0,,,,3.0,,,4.0,,,,,,,,
187,Business Development (Sales),Eledea,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,,,,,3.0,,,,,,,,
188,Business Development (Sales),MedBound,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,,2.0,,5.0,,,,,,,,,
189,Business Development (Sales),A AND P Legal,Work From Home,https://internshala.com/internships/marketing-internship/page-5,4.0,,,,3.0,,,,1.0,4.0,3.0,,,,,
190,Marketing,Divas Foundation Trust,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,1.0,,,,3.0,,,,,,,,
191,Marketing,Augrade Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,,,,,,,,5.0,,,,,
192,Marketing,Consverge,Mumbai,https://internshala.com/internships/marketing-internship/page-5,,1.0,,,5.0,,,,,2.0,,2.0,,,,
193,Business Development (Sales),Simmi Foundation Organization,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,1.0,,,,,,,,,,3.0,,,,
194,Performance Marketing,Amore Gourmet Gelato,Mumbai,https://internshala.com/internships/marketing-internship/page-5,,,,3.0,,,,,,,,,,,,
195,Business Development (Sales),EmpRyts - Employee Rights,"Faridabad, Delhi, Ghaziabad, Gurgaon, Greater Noida, Noida",https://internshala.com/internships/marketing-internship/page-5,,,,,5.0,,,3.0,,,2.0,2.0,,,,
196,Business Development (Sales),Je Mart,Mumbai,https://internshala.com/internships/marketing-internship/page-5,,,,,,,,5.0,,,,,,,,
197,Marketing,RadheyaN13,Noida,https://internshala.com/internships/marketing-internship/page-5,,2.0,,,,,,4.0,4.0,,,,,,,
198,Business Development (Sales),Kushel Digi Solutions,Work From Home,https://internshala.com/internships/marketing-internship/page-5,2.0,,,2.0,,,,4.0,4.0,,,,,,,
199,Business Development (Sales),Selltog Online Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,,,,2.0,4.0,3.0,,,,,,,
200,Business Development (Sales),Jaipur Farms,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,4.0,4.0,4.0,,,3.0,5.0,,,,,,,
201,Business Development (Sales),Digital Word Of Mouth (WoM),Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,3.0,,,,3.0,,,,,2.0,,,,
202,Business Development (Sales),Ravtek,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,2.0,,3.0,,2.0,,5.0,5.0,1.0,,,,
203,Business Development (Sales),Champions Learns,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,,,,,,,,4.0,,,,,
204,Marketing,Champions Learns,Work From Home,https://internshala.com/internships/marketing-internship/page-5,1.0,,,,,4.0,,,3.0,,,,,,,
205,Marketing,Company360.in,Work From Home,https://internshala.com/internships/marketing-internship/page-5,,,,,,,4.0,,2.0,1.0,4.0,,,,,
206,Marketing,PHP CRM,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,,,,,,,,4.0,,,,,,
207,Business Development (Sales),PHP CRM,Work From Home,https://internshala.com/internships/marketing-internship/page-6,3.0,4.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,
208,Marketing,PT Live,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,5.0,,2.0,3.0,,,4.0,,3.0,,,,,,
209,Marketing,Gen Alpha Education,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,,3.0,,,,,,,,,,,,
210,Business Development (Sales),MuziMantra Digital Solutions,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,1.0,4.0,2.0,3.0,5.0,5.0,5.0,,1.0,,,,,,
211,Marketing,Living With Career,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,2.0,,,,,,,,5.0,4.0,,,,
212,Business Development (Sales),Beauty Players (Salacious Styles Private Limited),Delhi,https://internshala.com/internships/marketing-internship/page-6,,,,,,,,1.0,,,1.0,,,,,
213,Business Development (Sales),Ayurvridhi,Work From Home,https://internshala.com/internships/marketing-internship/page-6,3.0,,5.0,,,,,,,5.0,,,,,,
214,Business Development (Sales),Stupid Story Tellers,"Ahmedabad, Gandhinagar",https://internshala.com/internships/marketing-internship/page-6,1.0,,,,,,,,,,3.0,,,,,
215,Business Development (Sales),Meeple Technologies Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-6,1.0,,,1.0,,,,,,,,,,,,
216,Marketing,Dashamlav,Kanpur,https://internshala.com/internships/marketing-internship/page-6,,2.0,,,,3.0,,,1.0,,,3.0,,,,
217,Business Development (Sales),Yellow Oak Realty,Mumbai,https://internshala.com/internships/marketing-internship/page-6,,4.0,,,3.0,,,,,,,,,,,
218,Marketing,Royal Real Estate & Farm Developers Private Limited,Jabalpur,https://internshala.com/internships/marketing-internship/page-6,,,5.0,1.0,,,,,,4.0,,5.0,,,,
219,Business Development (Sales),Juno Terra,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,,,3.0,,,1.0,,,,,,,,
220,Business Development (Sales),Happie Hair,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,,,,,,,,,,,,,,
221,Marketing,Blenheim Chalcot,"Thane, Navi Mumbai, Mumbai",https://internshala.com/internships/marketing-internship/page-6,4.0,,1.0,,3.0,,,5.0,4.0,1.0,,1.0,,,,
222,Business Development (Sales),Narayana Technologies,Work From Home,https://internshala.com/internships/marketing-internship/page-6,1.0,,1.0,,,,,,3.0,,,,,,,
223,Business Development (Sales),Minttr Labs Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,,,,,1.0,,,,,4.0,,,,
224,Business Development (Sales),Palette Plant Based Foods,Mumbai,https://internshala.com/internships/marketing-internship/page-6,,,,4.0,,,,,,,,,,,,
225,Business Development (Sales),Uptot,Mumbai,https://internshala.com/internships/marketing-internship/page-6,,,,3.0,,,,,,,,,,,,
226,Marketing,AUTOCLINCH Private Limited,Delhi,https://internshala.com/internships/marketing-internship/page-6,,,,,,1.0,,3.0,,5.0,,,,,,
227,Marketing And Finance,Oasis Fincorp,Mumbai,https://internshala.com/internships/marketing-internship/page-6,,,,,2.0,2.0,,4.0,,,,,,,,
228,Marketing,Nature's Nest,South Goa,https://internshala.com/internships/marketing-internship/page-6,,1.0,,,,,,3.0,,,,5.0,,,,
229,Marketing,Wizdom,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,2.0,,,,,,,,,2.0,,,,
230,Marketing,The Catalyst Physio,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,,5.0,,,1.0,,5.0,1.0,5.0,,,,,
231,Marketing,Diafanis Healthcare Private Limited (DiagRight),"Jhansi, Kanpur, Lucknow, Prayagraj, Agra, Delhi",https://internshala.com/internships/marketing-internship/page-6,,,1.0,4.0,,1.0,,,,,,,,,,
232,Business Development (Sales),Sparsh Innovators Private Limited,Ranchi,https://internshala.com/internships/marketing-internship/page-6,,,,,2.0,,2.0,,,,2.0,,,,,
233,Business Development (Sales),SyntheticMr,"Ahmedabad, Chandigarh, Kanpur, Lucknow, Bhopal, Nagpur, Gwalior West",https://internshala.com/internships/marketing-internship/page-6,,3.0,,,,,,,,,2.0,,,,,
234,Marketing,TechEra Knowledge And Careers,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,,,,,,,1.0,2.0,,,,,,
235,Business Development (Sales),SalesLead Consultants,Pune,https://internshala.com/internships/marketing-internship/page-6,,,,,,,,,2.0,,,,,,,
236,Marketing,L&K Wellness Private Limited,Mumbai,https://internshala.com/internships/marketing-internship/page-6,,,3.0,,,,,,,,,,,,,
237,Advertising,Walnut Folks,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,,5.0,,,,,,2.0,2.0,,,,,,
238,Marketing,A.C_CREATIVE STUDIOS,Work From Home,https://internshala.com/internships/marketing-internship/page-6,,4.0,,,,3.0,,,,,,,,,,
239,Business Development (Sales),ClickRetina,Lucknow,https://internshala.com/internships/marketing-internship/page-6,,,,,,3.0,,,,,5.0,3.0,,,,
240,Business Development (Sales),Teqstories,Bangalore,https://internshala.com/internships/marketing-internship/page-6,,,,,,,2.0,,,,,,,,,
241,Business Development (Sales),Linovate Technologies,Mumbai,https://internshala.com/internships/marketing-internship/page-6,,,,2.0,4.0,,,,,4.0,,3.0,,,,
242,Marketing,Greatpelican Digital Systems Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-6,4.0,,,,,5.0,,,,2.0,,,,,,
243,Business Development (Sales),AARHAT ISERV LLP,Kolkata,https://internshala.com/internships/marketing-internship/page-6,,,4.0,,,,,,,,3.0,,,,,
244,Marketing,Software House,"Arrah, Buxar, Dhanbad, Gaya, Jamshedpur, Motihari, Patna, Ranchi, Sitamarhi, Hazaribagh",https://internshala.com/internships/marketing-internship/page-6,,,,2.0,,,,,4.0,,,,,,,
245,#MyCareerMyChoice,Say no to career stereotypes! Say yes to being you!,,https://internshala.com/internships/marketing-internship/page-7,,3.0,5.0,,1.0,,,,,,,,,,,
246,Business Development (Sales),Learning Curve- My Personal Tutor,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,5.0,,5.0,,,,,,1.0,,,,,,
247,Business Development (Sales),Shiva Industries,Kanpur,https://internshala.com/internships/marketing-internship/page-7,4.0,,,,2.0,,,,,3.0,,,,,,
248,Marketing,Brickacres Intermediary Services Private Limited,Chandigarh,https://internshala.com/internships/marketing-internship/page-7,,,,,,4.0,,3.0,,4.0,,,,,,
249,Marketing,Digi Folks,"Delhi, Gurgaon, Noida",https://internshala.com/internships/marketing-internship/page-7,1.0,2.0,3.0,4.0,,,2.0,5.0,,4.0,2.0,4.0,,,,
250,Business Development (Sales),Digi Folks,"Delhi, Gurgaon, Noida",https://internshala.com/internships/marketing-internship/page-7,,,,,,,,4.0,,,,,,,,
251,Marketing,Farid Consultants,Bangalore,https://internshala.com/internships/marketing-internship/page-7,,,,,,,,3.0,3.0,,,,,,,
252,Business Development (Sales),ITRADE WEALTH MANAGEMENT,Ahmedabad,https://internshala.com/internships/marketing-internship/page-7,,,,,,,,3.0,2.0,,1.0,,,,,
253,Marketing,Angaaar Production,"Delhi, Ghaziabad, Noida, Faridabad",https://internshala.com/internships/marketing-internship/page-7,5.0,,4.0,,,,1.0,,,,,,,,,
254,Business Development,BioFics Private Limited,Surat,https://internshala.com/internships/marketing-internship/page-7,2.0,,2.0,,,4.0,,,,,,,,,,
255,Marketing,Mosaic Dots,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,,,1.0,,,2.0,3.0,,,2.0,,,,
256,Business Development (Sales),Designs By Sunakshi,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,,,,,,,,,,,,,,
257,Marketing,MSAG Skill India LLP,Bangalore,https://internshala.com/internships/marketing-internship/page-7,4.0,,,,,4.0,5.0,,,,,,,,,
258,Marketing,World Fashion Exchange,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,,,,3.0,,,,,4.0,,,,,
259,Marketing,Bikayi,Bangalore,https://internshala.com/internships/marketing-internship/page-7,4.0,,,,1.0,,,,,4.0,,,,,,
260,Business Development (Sales),WhitePel Software Private Limited,"Delhi, Noida",https://internshala.com/internships/marketing-internship/page-7,3.0,4.0,,2.0,,5.0,,,,,3.0,5.0,,,,
261,Marketing,Vinayak Pipes And Tubes Private Limited,Pune,https://internshala.com/internships/marketing-internship/page-7,,2.0,2.0,,5.0,,1.0,2.0,,,,,,,,
262,Marketing,Industrybuying,Delhi,https://internshala.com/internships/marketing-internship/page-7,,,,,,,,,,,4.0,,,,,
263,Marketing,Arissa India,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,4.0,,1.0,,,,3.0,,,,,,,,
264,Campaigning,Nisha Seth,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,,,,4.0,,,4.0,4.0,,,,,,
265,Business Development (Sales),Briscon Energy Private Limited,Ahmedabad,https://internshala.com/internships/marketing-internship/page-7,,,,,,5.0,,,,3.0,,,,,,
266,Business Development (Sales),Arham Labs,Mumbai,https://internshala.com/internships/marketing-internship/page-7,,,,3.0,,,,,,,2.0,,,,,
267,User Engagement,Universal Inovators,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,5.0,,3.0,,,,,,,,,,,
268,Business Development (Sales),Make It Simple,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,,,,,,,,,,,,,,
269,Marketing,Jitendra Gupta,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,,,,,,,,,,,,,,
270,Business Development (Sales),Juntrax Solutions Private Limited,Bangalore,https://internshala.com/internships/marketing-internship/page-7,2.0,,,,,,,,4.0,,1.0,,,,,
271,Business Development (Sales),Alt Mart,Hyderabad,https://internshala.com/internships/marketing-internship/page-7,,,,,,,,,,5.0,,,,,,
272,Business Development (Sales),Freewe,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,5.0,,,3.0,,,1.0,,,,,,,
273,Business Development (Sales),Elarra Industries LLP,Mumbai,https://internshala.com/internships/marketing-internship/page-7,,1.0,,,2.0,4.0,,,,,,5.0,,,,
274,Business Development (Sales),UnchaAi,Work From Home,https://internshala.com/internships/marketing-internship/page-7,4.0,,,,4.0,,,,5.0,,,,,,,
275,Business Development (Financial Services),Jean Martin Incorporation,Mumbai,https://internshala.com/internships/marketing-internship/page-7,,,,,5.0,,,,5.0,,,2.0,,,,
276,Marketing,Eeki Foods,Delhi,https://internshala.com/internships/marketing-internship/page-7,,2.0,,,,,2.0,,,,,,,,,
277,Marketing,Confluencr,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,1.0,,5.0,4.0,,,,,,,,,,,
278,Marketing,Gortnm Innovation Private Limited,Noida,https://internshala.com/internships/marketing-internship/page-7,1.0,,5.0,,1.0,,2.0,,,1.0,4.0,,,,,
279,Business Development (Sales),Flintzy.com,Bangalore,https://internshala.com/internships/marketing-internship/page-7,,,4.0,,,,1.0,,,,,4.0,,,,
280,Business Development (Sales),IIRWU Education Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-7,3.0,,,1.0,,,,,,,3.0,5.0,,,,
281,Business Development (Sales),Cloobot Techlabs,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,,,3.0,1.0,,,,,,,,,,,
282,Business Development (Sales),Vyasaka Technologies,"Chennai, Mumbai",https://internshala.com/internships/marketing-internship/page-7,4.0,2.0,,,2.0,,,,4.0,,,,,,,
283,Marketing,Darakht Theatre Company,Work From Home,https://internshala.com/internships/marketing-internship/page-7,,5.0,,,4.0,,,2.0,,3.0,,,,,,
284,Marketing,Magnifyingindia,"Chandigarh, Kharar, Mohali",https://internshala.com/internships/marketing-internship/page-7,4.0,,,,,1.0,5.0,,,1.0,,2.0,,,,
285,Business Development (Sales),Trishul Investments,Bangalore,https://internshala.com/internships/marketing-internship/page-7,,,,,3.0,5.0,,,2.0,,4.0,,,,,
286,#MyCareerMyChoice,Say no to career stereotypes! Say yes to being you!,,https://internshala.com/internships/marketing-internship/page-8,,,,,4.0,,,4.0,,,3.0,,,,,
287,Business Development (Sales),Divas Foundation Trust,Work From Home,https://internshala.com/internships/marketing-internship/page-8,3.0,2.0,,,,,,,,1.0,4.0,,,,,
288,Marketing,Itiya Organics Private Limited,"Chandigarh, Dehradun, Pune, Rishikesh",https://internshala.com/internships/marketing-internship/page-8,1.0,,,,,3.0,,,,5.0,4.0,,,,,
289,Marketing,S.S. Engineering Works,Gurgaon,https://internshala.com/internships/marketing-internship/page-8,,2.0,4.0,,,,,,,,,,,,,
290,Marketing,Itiya Organics Private Limited,"Surat, Bangalore, Mumbai, Hyderabad",https://internshala.com/internships/marketing-internship/page-8,,,3.0,,,,,,,,,5.0,,,,
291,Business Development (Sales),Sellopedia,Work From Home,https://internshala.com/internships/marketing-internship/page-8,,,,,4.0,5.0,,,,,4.0,,,,,
292,Marketing,Onourem,Work From Home,https://internshala.com/internships/marketing-internship/page-8,,,,,,,,,1.0,2.0,3.0,,,,,
293,Sales Management,BZ CONSULTANT,Work From Home,https://internshala.com/internships/marketing-internship/page-8,4.0,,,,,,,,,,,1.0,,,,
294,Business Development (Sales),Bell Engineering And Marketing,"Ahmedabad, Surat",https://internshala.com/internships/marketing-internship/page-8,,2.0,,,,,,2.0,,,4.0,,,,,
