,skills
614,",Java,Core Java,AWS,Spring Boot,Microservices,Kubernetes"
615,",Agile,Consulting,DTS,Front end,Object oriented programming,digital transformation"
616,",Linux,Open source,continuous integration,Manager Technology,Deployment,Packaging"
617,",Windows,WPF,OOAD,Winforms,Coding,Debugging"
618,",Javascript,HTML,Angular Material,Bootstrap,Front End,PHP"
619,",C,Linux Kernel,Bsp,Debugging,Android,Programming"
620,
621,
622,
623,
624,
625,",Javascript,Front End,Typescript,React.Js"
626,",Visualforce,Apex,Lightning,Data Loader,Soql,Triggers"
627,",Automotive,Aspice,AUTOSAR,BSW,COM-STACK,MCAL"
628,",Automotive,Aspice,AUTOSAR,Embedded C,memory stack,BSW"
629,",MERN Stack,Full Stack,React.js,Node.js,Express.js,Restify"
630,",Javascript,CSS,Grunt,Bootstrap,Angular Material,Html5"
631,",Snowflake Developer,software quality assurance,Testing tools,agile methodologies,debugging,Snowflake"
632,",Mendix Developer,Mendix Development,Mendix,problem solving skills"
633,",IBM BPM Developer,IBM BPM,Business Process Management,problem solving skills"
634,",Celonis Developer,Celonis development,Celonis,problem solving skills"
635,",Celonis Developer,Celonis Development,Celonis,problem solving skills"
636,",Celonis Developer,Celonis Development,Celonis,problem solving skills"
637,",Flutter,Android"
638,",Flutter,Android"
639,",WebSphere Message Broker,WebSphere MQ,WMB,Message Queue,Digital Transformation,Technology Solutions"
640,",Digital Transformation,Technology Solutions,Problem Solving,IBM Maximo,EAM"
641,",Consulting,Digital Transformation,Technology Solutions,Vendor Evaluation,Problem Solving,IBM Tririga"
642,",Team Management,Technology Solutions,Problem Solving,Digital Transformation,Management Systems,Software Configuration Management"
643,",Lightning,Team Management,Technology Solutions,Problem Solving,Digital Transformation,Solution Design"
644,",Team Management,Technology Solutions,Problem Solving,Digital Transformation,Management Systems,Software Configuration Management"
645,",WMS,Digital Transformation,Technology Solutions,Problem Solving,IBM Sterling OMS,IBM Sterling WMS"
646,",WMS,Digital Transformation,Technology Solutions,Problem Solving,IBM Sterling OMS,IBM Sterling WMS"
647,",Blue Prism,.Net,Rpa"
648,
649,",Analytics,Analytical,Front end,Automotive,Debugging,QlikView"
650,",ERP,Analyst,ABAP,Automation,XSLT,Troubleshooting,EDI,Unit testing,IT services,Ale"
651,",Android,Information technology,Test cases,Computer science,Version control,GIT"
652,",Android,Information technology,Test cases,Computer science,Version control,GIT"
653,",Java,Kubernetes,BigQuery,Google Cloud Platform"
654,",SQL Server,C#,WCF,.Net,Web Services,T-SQL"
655,
656,",SWT,JFace,Core Java,Eclipse Rcp,Servlets,Swing"
657,
658,",Appian,JDBC,JMS,MySQL,SQL Server,Solution Implementation"
659,",Node.js,Redis,MongoDB,Rest Webservices,OOPS,Data Structure"
660,",Information technology,Workflow,RDBMS,Middleware,NoSQL,Performance monitoring"
661,",Data Analytics,Power BI,Tableau,R,Python,SSRS"
662,",Data Analytics,Power BI,Tableau,R,Python,SSRS"
663,",SAP,business object data services,SAP BODS,Hana,ETL Tool,SQL"
664,",SAP,business object data services,SAP BODS,Hana,ETL Tool,SQL"
665,
666,",Javascript,HTML,JQuery,CSS,Node.Js,Bootstrap"
667,",Induction Training,induction trainer,Soft Skills Training,soft skill trainer,voice trainer,voice and accent training"
668,",React.Js,react"
669,",React.Js,react"
670,",Javascript,Ajax,JQuery,CSS,HTML,DOM,Gruntjs,MVC,Interpersonal Communication,Problem Solving,React.Js"
671,",PHP,Laravel,Software Development Life Cycle,Design Development,Javascript,Ajax"
672,",Dynamics 365,Business Central"
673,
674,",Bpel,Oracle fusion middleware,OSB,Oracle SOA Suite,Oracle Middleware,Weblogic Administrator"
675,
676,",Javascript,HTML,CSS,JQuery,Angular,Web Technologies"
677,",Node.Js,unit test with jest,docker,swagger,mysql,MongoDB"
678,",IOT,Azure Iot,Angularjs"
679,
680,",Customer service,Telecom,Consulting,Excel,Training,Individual Contributor"
681,",Consulting,Training,Instructor,Individual Contributor,Interpersonal skills,Client relationship"
682,",Consulting,Training,Instructor,Individual Contributor,Interpersonal skills,Client relationship"
683,",Consulting,Billing,Business process,OTC,C,Credit management"
684,
685,",React.Js,Angularjs"
686,",ExtJS,Ext-JS,Sencha Ext JS"
687,
688,
689,
690,",.net,ASP.Net,MVC,Entity Framework,LINQ,C#"
691,",XML,Agile,JSON,Computer science,GIT,Mobile application development"
692,
693,
694,
695,",Java,Application Server,Web Server,Lambda Expressions,Spring"
696,",Digital Transformation,Problem Solving,Tririga Developer,IBM Tririga,EAM"
697,",Digital Transformation,Problem Solving,Tririga Developer,IBM Tririga,EAM"
698,",Digital Transformation,Technology Solutions,Problem Solving,Sterling WMS,Sterling OMS,Supply Chain Management"
699,",Team Management,Technology Solutions,Problem Solving,Opentext VIM,SAP AP,software configuration management"
700,",Digital Transformation,problem solving,SAP PO,SAP PI"
701,",Digital Transformation,Problem Solving,SAP Ariba Developer,SAP Ariba,Coupa,Supply Chain Management"
702,",Digital Transformation,Problem Solving,SAP Ariba Developer,SAP Ariba,Coupa,Supply Chain Management"
703,",C#,.Net,VB.NET,Java,VB,Rpa"
704,",snowflake sql,snowflake cloud,Snowflake"
705,",Java,.Net,C++"
706,",Javascript Frameworks,Vue,Node.Js,Html5,Java,Front End"
707,
708,",Node.Js,Express,Javascript"
709,
710,",Guidewire developer,GW,Policy center .,configuration,PC"
711,",CAD,CATIA,Solid edge,PLM,Document management,Change management"
712,",SQL,Informatica,Data modeling,metadata,Data quality,Master data management"
713,",java,Core Java,Java Developer,cybersecurity,Cyber Security,Spring"
714,",Oracle,SQL,XML,Db2,SOA,SDP"
715,",java,j2ee,continuous delivery,agile,enterprise architect,system architecture"
716,",Spring Boot,JPA,Hibernate,Angular,HTML,CSS"
717,",Cosmos,MSBI,Azure"
718,",Technical support,Analytics,SQL,RDBMS,GCP,Data modeling"
719,",SQL,Unix,Linux,Oracle BRM,application monitoring,Perl"
720,",Customer service,Javascript,Customer satisfaction,Management,KPI,devops"
721,",Informatica,Eclipse,Workflow,Wealth management,data governance,java api"
722,",Javascript,HTML,jQuery,Shell scripting,MVC,splunk"
723,",Performance optimization,Design development,System development,Management"
724,",SQL,Unix,Informatica,Performance tuning,Data warehousing"
725,",microsoft,.Net,Customer service,devops,PAAS,Web technologies"
726,",Oracle BRM,core network,Telecom billing,Techno functional,Functional Lead"
727,",Infrastructure,Workflow,Business process,Operations,Architecture,System analysis"
728,",microsoft,Web development,.Net,Customer service,Customer satisfaction,Programming"
729,",Data analysis,Consulting,Analytical,Data quality,data cleansing,Informatica"
730,",Informatica"
731,",SQL,Informatica,Data modeling,metadata,Data quality,Master data management"
732,",Informatica"
733,",ESP,Oracle,Perl,Db2,Python,Teradata"
734,",ESP,Oracle,Perl,Db2,Python,Teradata"
735,",Workflow,Billing,Claims,EIS,Business Analyst Lead"
736,",Oracle,Unix,SQL,Financial services,Oracle SQL"
737,",SQL,T-SQL,Application Support,Report Development,MS-Excel,ERP Support"
738,",SFDC,Salesforce Marketing Cloud,Salesforce"
739,",HTML,JQuery,Angularjs,CSS,Bootstrap,Ionic Framework"
740,",Kubernetes,SQL,.Net Core,OOPS,Google Cloud,cloud"
741,",C++,OOPS,Design Patterns,C++11,Multithreading,Windows OS"
742,
743,
744,
745,
746,
747,",SQL,Excel,VBA,Macros,Production Support,Unit Testing"
748,",Digital Transformation,Performance Engineering,Problem Solving,agile methodologies,.Net Core,.Net"
749,",Software Engineering,Analytical,Design Principles,Mobile Development,Kotlin,SDLC"
750,",Technology Solutions,Problem Solving,Digital Transformation,Salesforce Lightning,Lightning Web Components,software configuration management"
751,",Digital Transformation,Analytical,Backbase,SDLC,Software Engineering"
752,",Performance Engineering,Problem Solving,Content Management Systems,Adobe Forms,SDLC,agile methodologies"
753,",C,C++,SIP,UI Development"
754,
755,
756,",Javascript,Node.Js,Flux,MySQL,MVC,Java"
757,",Java,Spring Boot,Hibernate,SQL Queries,Multithreading,Design Patterns"
758,",Javascript,Angularjs,Redux,Pwa,Angular,Responsive Design"
759,",Model Validation,Risk Modeling,Statistics,SAS,Python,CCAR"
760,
761,",Project management,C++,Db2,Data modeling,Healthcare,PLM"
762,",Javascript,Core Java,jQuery,Social media,Analytical,Life sciences"
763,",Oracle,Linux,Networking,Workflow,Change management,Postgresql"
764,",SQL,Linux,Python,Investment banking,Analytics,Data analysis"
765,",Javascript,Node.Js,MongoDB,MySQL,Typescript,Web Services"
766,",XML,Hibernate,Automation,PLSQL,Production support,Eclipse"
767,",C++,SQL,Networking,Billing,Unit testing,software quality"
768,",Windchill Service Information Manager,Windchill Service parts,Windchill Partslist,PDMLink,MPMLink"
769,
770,",Java,Core Java,JSP,Hibernate,Spring Mvc,Spring Boot"
771,",SQL DBA,SQL Navigator,SQL,Application Management,.Net,VB.NET"
772,",SQL DBA,SQL Navigator,SQL,Application Management,.Net,VB.NET"
773,",Caa,CATIA,3Dexperience,C++,Programming"
774,",Windchill,developer,customization,PDMLink,ProjectLink,Configuration"
775,",Windchill,developer,customization,PDMLink,ProjectLink,Configuration"
776,",C,C++,MAC,RLC,Phy,RRC"
777,",Testing,Diagnostics,Management,Performance testing,User acceptance,Troubleshooting"
778,",Spark,SCALA,Hdfs,Big Data,VAR,Market Risk Management"
779,",Kafka,MySQL,AWS"
780,",Javascript,CSS,JQuery,HTML,Angular,Web Technologies,Markup Languages,Unit Testing,Debugging,Browser Testing"
781,",Kony,Kony Developer,Visualizer,DBX/Infinity,DBX,Infinity"
782,
783,",Kony,Kony Developer,Visualizer,DBX/Infinity,DBX,Infinity"
784,",Angular,JavaScript /ES5+,SPA frameworks"
785,
786,",Risk management,SAS,SQL,Credit analysis,Forecasting,Business analysis"
787,",Angular,JavaScript /ES5+,SPA frameworks"
788,",Content management,Management systems,XML,Unix,Manager Quality Assurance,Manager Technology"
789,",C,MSTP,RSTP,Networking,OSPF,Bgp"
790,",Presales,Marketing,Business Consulting,Solution Design,Case Studies,Thought Leadership,Business Scorecard,Biz Development,Business Services"
791,",Software Engineering,Programming,Design Principles,Test Cases,Design Specifications,Digital Transformation"
792,",Writing Test Cases,Design Principles,Digital Transformation,Performance Engineering,Design Development,Problem Solving"
793,",Writing Test Cases,Design Principles,Digital Transformation,Performance Engineering,Design Development,Problem Solving"
794,",Design Specifications,Design Principles,Digital Transformation,Test Cases,Knowledge Management,Software Engineering"
795,",Writing Test Cases,Mobile Development,Design Principles,Digital Transformation,Performance Engineering,Design Development"
796,",Writing Test Cases,Design Principles,Digital Transformation,Performance Engineering,Management Systems,Design Development"
797,",Python,Agile,Coding,Healthcare,Software design,Backend"
798,",SDK,Healthcare,Recruitment,Integration testing,Pharma,Prototype"
799,",Presales,Marketing,RFIS,RFI,RFP,Business Consulting"
800,",Presales,Marketing,RFIS,RFI,RFP,Business Consulting,Deal analytics,Bid Management,Collateral Management,Biz Development,Business Scorecard,BCM"
801,",MS Office,Business development,bid management,presales,Template Management,knowledge management"
802,",SAP,Automation,MS SQL,Agile,Enterprise applications,Unit testing"
803,",IT Project Management,IT Program Management,PMP,Big4"
804,
805,
806,",Technical design,Salesforce,Data management,Coding,Cloud,Manager Technology"
807,",Salesforce,Manager Technology,Cloud,Enterprise software,Version control,Scrum"
808,",Troubleshooting,Analytics,Linux,Coding,Javascript,Analytical"
809,",SAP,Javascript,XML,Networking,ABAP,XSLT"
810,
811,
812,
813,
814,",SQL,XML,Apache,Python,SCM,Agile"
815,",Oracle,Web Scraping,HTML,Finance,Advanced Excel,Programming"
816,
817,",ENOVIA,Java,JavaScript"
818,",Salesforce Lightning Developer,Salesforce Lightning,API,SOAP services,LWC,Salesforce security models"
819,",Windows Driver Development,C,C++"
820,
821,",LTE,3Gpp,5G,RAN,NR,RF Design"
822,
823,",Matlab,Simulink,Transmissions,Functions"
824,",JQuery,Javascript,Ajax"
825,",C,Device Driver Development,Device Drivers,Programming,WLAN,Host"
826,",Kofax Developer,design principles,architecture,performance engineering,quality processes,translate functional"
827,",Datacap Developer,Client Interfacing skills,Team management,Project management,software configuration management systems,Enterprise Content Management"
828,",Client Interfacing skills,Team management,Project management,software configuration management systems,Content Management System,Marketo"
829,",Adobe Campaign developer,SDLC,agile methodologies,quality processes,estimation techniques,design principles"
830,",React Native Developer,SDLC,Service Oriented Architecture,architectural design patterns,performance tuning,database and functional designs,design solutions,Cross Platform,Mobile Development,React Native"
831,",Digital Transformation,Effort Estimation,Problem Solving,Java,Microservices,technology solutions"
832,",Digital Transformation,Effort Estimation,Problem Solving,Java,Microservices,technology solutions"
833,",Agile,Coding,Delphi,Programming,continuous integration,Design development"
834,
835,",IOS,Android,Troubleshooting,Debugging,JSON,Visual Studio"
836,",Blockchain,Ethereum,Node.Js,Solidity"
837,",Mern Stack"
838,
839,",Mern Stack"
840,",React Native"
841,
842,
843,",Informatica,vertica,Flex,Python,Performance tuning,Data warehousing"
844,",Middleware,Functional testing,SFDC,management,Architecture,Techno functional"
845,
846,
847,
848,
849,",Javascript,CSS,JQuery,HTML,User Interface Designing,Ux Design"
850,",ABAP,Workflow,Coding,Consulting,Business process,Data dictionary,Event management,Function modules,SAP ABAP,Client relationship"
851,",Risk Modeling,SAS,SQL,Statistics,Python,CCAR"
852,",Javascript,CSS,Front End,Html5,Web Development,Angular"
853,",Javascript,CSS,Front End,Html5,Web Development,Angular"
854,",ui path,ui path developer"
855,",CSS,SQL,Redux,Node.Js,NoSQL,Postgresql"
856,",QT,C++,OOPS,LINUX,Javascript"
857,",Zoho Creator,Zoho Developer,Zoho Programmer"
858,
859,
860,",Oracle,SAP,Javascript,Ajax,JSP,jQuery,JBoss,Tomcat,JDBC,Data modeling"
861,",Websphere Commerce Server,WCS"
862,
863,
864,",Project Life Cycle,Software Quality Assurance,Test Planning,Testing Tools,Unit Testing,Design Principles"
865,",Team Management,Technology Solutions,Problem Solving,Digital Transformation,Solution Design,Software Configuration Management"
866,",Enterprise Content Management,Team Management,Client Interfacing Skills,Technology Solutions,Digital Transformation,Software Configuration Management"
867,",Digital Transformation,Technology Solutions,Microservices Developer,Spring Boot,Microservices,Cloud Platform"
868,
869,",Logistics,Planning,Business Development"
870,",.Net,.Net Core,C#,Entity Framework,Design Patterns,System Design"
871,",Drools,Java,Typing,Excel,Business Objects"
872,",OAF,Oracle,Oracle E-Business Suite"
873,",OAF,Oracle,Oracle E-Business Suite"
874,",IBM Data Power,industry domain,configuring solution,WMQ Developer,IBM Integration Bus,IIB"
875,",SAP Ariba Developer,structuring relevant data,analyzing,identify improvement,Supply Chain Management,Coupa"
876,",Tririga Developer,structuring relevant data,identify improvement,support configuring solution,EAM,IBM Tririga"
