course_title/users,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh
Simple things you must know before start FOREX (OFFER),1,,1,,,,,,,,,
Practical Finance,,0,,0,,,,,1,,,
Forex Trading: Comprehensive & Concise Forex Trading Course,1,,0,,,,,,0,,,
Leaps Options Trading System - Diagonal Leaps Options Spread,1,,,1,,1,,,,,,
Finance - Ratios Analysis & Interpretations,1,,,,0,,,,,,,
Forex Trading -  Learn to Trade From Scratch!,,,,,,,0,0,,,,
Technical Analysis tools for Stocks and Options trading,,,1,,,,,,1,,,
Quantitative Trading Analysis with R,,,,,,,,,,,,1
Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),,,1,,,,,,,,,
Get Started With Penny Stocks -Step by Step Guide to Trading,,0,,0,1,,,0,,0,,
CPA 101: How To Master Affiliate Marketing In No Time,0,0,,,,,,1,,,,
Corporate Internal Controls and Fraud Controls,,,,,,,,,,,0,
"Forex trading tactics, that work!",,,,,,,0,,,,0,
Professional Risk Manager (PRM) Certification: Level 2,,1,,,0,,,1,,,,
Trading Options Basics,,,,,,,,,,0,,
Practical Trading on Financial Futures & Options Markets,,0,,,,1,,,,0,,
Bookkeeping made simple,,,,0,,,,,1,,,
The Visual Learning Basic Accounting Course,1,,,,,,,,,,0,
ChalkTalk: Financial Accounting,,,1,,1,,0,1,1,,,
The 7 fundamentals to Successful Cashflow Management,,,,1,,,,,,,,
How to trade options,,,,,,,,,,0,,1
Coaching Course:Investment Analysis for your clients,,,1,,,,,,1,,,
Harnessing the Power of Growth Stocks,,0,,,,0,,0,,0,,
The Investment Banking Recruitment Series,1,0,,1,,,,,,,,
Business Banking 101,0,0,,,,1,,,,,,
CFA Level I Workshop 2: Financial Reporting & Analysis I ,,,,0,1,1,,1,,,0,
Breakout Patterns Workshop by Pattern Trader,,,1,,,,,,,0,0,0
Asset Protection Using Offshore Companies,1,0,,,,,,,,,0,
Get Credit for Your EIN That's Not Linked to Your SSN,,0,,,,,,,,,1,
Financial Translation,,,,0,,,1,,,,,
How to Pick Stocks,,0,0,,,1,,,,,,
Binary Beginners Mastery Strategy.,,,,,,,,,,,0,
Accounting 101-Master Class for Understanding Business,0,,,,,0,,0,,,,
High-Frequency Trading & Dark Pools,,1,1,,,,1,,,,,
How To Crowdfund,,,1,,,,,0,,,,
Financial Statement Fundamentals for Small Biz & Investors,,,,,1,,,,,,0,
Master The Stock Market with practice,1,,,,,,,,0,0,1,
Introduction to Trade Theory (Technical Analysis) For Stocks,,,,,0,,,,,1,,
Forex Trading For Beginners: Technical Trading,0,,,,,,,0,,,,
IAS 12 - Accounting for Income Taxes (Basics),1,,1,,,,0,,,,,
Surpassing Your Kickstarter Goals,,,1,,1,,,1,,,,
Simple Linear Regression Analysis ( A Complete Course ),1,,,,,,,0,,0,,1
Forex: Learn to Trade Forex and FX Consistently,,,,0,1,,0,,,,,
Trading: High-ROI Trading,0,,,,,,0,,,,0,
Fundraising 101,,1,1,,,,,,,,,
Professional Bookkeeping & Accounting 2 - Bank Daybook,,,,,,,,,1,,,0
Filing with Companies House UK,,,,0,0,,,0,,,1,
"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",0,,1,,,1,,1,,,,
The Advantages of ETF Options and Index Options Trading,,,,,,,,,,,,
Learn to Trade Forex - from Beginner to Professional,,,,,,0,,,,,,
"Investing In Stocks For Big Gains, Fundamental Investing",0,,,,,1,,,,,,0
Introduction to Equity Markets,,,,0,,,0,,,,,1
Beginners Guide To Ichimoku Trading,,,,1,,1,,,,,,
Financial Management - Ratio Analysis,,,,0,,,,,1,0,,
ALGOTECH Hedge Fund Method for Stock Market Trading,,,,,,,,,,0,,1
Futures/Commodity Trading,1,,,,,,0,,1,,0,1
Complete Claritas Investment Certificate,,0,,,,,0,,,1,0,
Introduction to the economics of public services regulation,,,,,1,,,,,1,0,
Accounting Standard 3 - An Analysis,,,,,,,,0,0,,1,
Essentials of money value: Get a financial Life !,,,0,,,,,1,,,,
Introduction to Forex Trading Business For Beginners,0,,,,,,,,,0,,
Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,1,1,,0,,,,1,,0,,
Introduction to Project Management for Finance and Acct'g,,,,,,,,,,,,
Best Practices in Corporate Budgeting,1,,,,,,,,,,,
Financial Statement Auditing Cycles,,,,,,1,,0,,,,1
Case studies on credit appraisal for bankers,1,,,,,,,,0,,,
Building a Balanced Scorecard,,,,,,,,,,,,
Options Trading Foundation: Your journey to competency...,,,0,1,,,,,,1,,
Forex how traders beat the markest with little experience,,0,0,1,,,,,,,,
CFA Level 2- Quantitative Methods,,,1,,0,,,,,,0,
Foundations of Investing,,,,,,,,,,,,
Capital Market Road Map,,,,,,,,,,,,
TRADING: 5K CHALLENGE,,,,1,,,0,1,,,,
CurrencyFair - Avoid Bank Charges when converting currencies,,,,,0,,,,,,,0
Bitcoin - A Comprehensive Guide,,,1,,,,1,,,,,
Forex Trading,,0,0,,,,,,,1,,
"The True ' Secret Sauce  For Stock Market Success""",,1,,,1,,,,,,,
Bookkeeping to Command Senior Bookkeeping Wages,,,1,,,,,,,,,
Take Your Career to the Next Level with MBA Finance,1,,,,,,,,,0,1,
How to Read Financial Statements:  Build Financial Literacy.,,0,,,,0,1,1,,,,1
Accounting Books of Accounts (College Level),,,,,,,,,,,,
Forex Trading Profitably,1,0,,,,,,,,0,0,
Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,,,,,,,,,,,,
Bitcoin Trading 101,,,,,,,,,0,,,
Visualizing Data,,,,,,1,0,,1,,,1
IFRS Financial Reporting,,0,,,,,,,,,,
Forex Trading System: Correlation EUR/GBP vs GBP/USD,1,,,1,,1,,,,,,
"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",,,,0,,,,,,,,
Learn Financial Accounting Different,1,,,,,,1,,,,,
CFA Level I Workshop 4: Fixed Income and Equity,,,,,,1,0,,,,,
"IAS37 - Provisions, Contingents Liabilities & Assets",,,,,,1,,,,1,,
What You Should Know to Become a Trader,,,,,1,,,,,,,
Financial Reporting A Comprehensive Study,0,,,,,,,,,0,,
An Abundance Mindset: How to Craft Yours,,,,,,,,,,,,
Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,,,,,,,,,,,,1
How to Build a Massive Retirement Plan from Scratch!,,,,,,,,,,,0,0
Financial modeling: Build a forward looking financial model,,,,,,,,,,0,1,
Trading for Beginners - Entry Level,,,,,,,,,,,,
Bitcoin or How I Learned to Stop Worrying and Love Crypto,,0,,,,,,,1,0,,1
Trend Following Stocks: A Complete Trading System,,,,,,,,,,,1,
Forex Basics,,,,,0,0,,,,,0,
Accounting Bank Reconciliation Statement (College Level),,,,,,,,,,,,
Bitcoin - Ethereum: Trading -Watch me manage my own account!,,,,,1,,,0,,,,
FOREX : Learn Technical Analysis,0,,,,,,,,,0,,
FastTrack to Stock Trading Strategies,,0,,0,,,1,0,,,0,
Algorithmic futures trading - Investing with no experience,,,,,,,,,,,,
Succeed in Forex Even if You Don't Know Where to Start!,,,1,1,,,,,,,,0
Hedge Fund Accounting and Valuation,,,0,,,,,,,,,
"Binary, Forex, Stock and Bitcoin Trading Strategy",,,,,,,,,,0,,1
2 Easy Steps To Investment And Avoiding Traps,,,,,,,1,0,,,0,
Ethereum Course for Investors,,0,,,1,,,,,,,
Using Xero for your bookkeeping needs  do beautiful business,,,,,,,,,,,,
Capital Market Immersion,,,1,,,,,,1,0,,
Forex Trading :RSI Indicator-A Secret Weapon,,,,,,,,,,1,,
"Trading Mindset, and Three Steps To Profitable Trading",,,0,,0,,,,,,,
Professional Bookkeeping & Accounting 4:Trial Balance & More,0,1,,,1,0,,,0,1,,
"Internal Controls - Design, Implementation and Monitoring",,,,,,,,,,0,,
Forex online live trading system (Special Offer),,1,,1,,,1,0,,,,
Winning Options Trading System,,1,,,,,1,,,1,,0
Learn The ABC's Of Investing And Understanding True Financial Value,,,,,0,,,0,,,,
How to invest in Russian equity market,,,,,,,,,,0,0,1
Handle difficult questions the bank manager will ask you,1,,0,,,,,,,,,
Credit Control Procedures,,,,,,,,,1,,,
FMT: Forex Market Trader Certificate,,,,,,,,,,1,,
Six Stage Negotiation,,,,,,,,1,,,0,
Financial Reporting - Fundamentals/Basics,,,,,,1,1,,,,1,
Decide whether to Invest in a Business ,,1,,,,1,1,1,0,,,
UK Tax Returns with HMRC,0,,,,,,,,,,,
Financial Market Environment & Investment Strategies,,,,,,,,,,,,
How to Obtain a Business Loan,,,1,1,0,,,,,,0,
Evolution and Features of ETFs,,,,,0,,,,,1,0,
Cost Accounting Operating Costing(Professional Course Level),,,,1,,1,,,,,,1
Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),,,,0,,,0,,,,,
"Day trading strategy for all level, with 72% success rate",,,0,0,,,,,,,0,
"Accounting, Finance and Banking - A Comprehensive Study",,,,,,,,,0,,,
Advanced Technical Analysis PART1!,1,,,,0,,,,1,,,
Advanced Financial Management for CA / CS / CFA /CPA Exams,,,1,,,,,,,,,
Learn the Foundations of Stocks and Options,1,,,0,,,,,,,,
Forex Trading Masterclass - Learn To Trade Better,,,,,,,0,0,,,,
Introduction to Accounting - Analyzing Financial Statements,,,,,,,,,,,0,
Credit Risk Analysis,,1,1,1,,,,0,,,,
Fund Flow Analysis for CA / CFA / CPA Exams,0,,,,,,,1,,0,,
Python for Trading & Investing,1,0,,,1,,,0,0,,,
Stocks For Beginners - A Guide To Investing,1,1,,,,0,,1,0,,,
Intro to Impact Investing,,,,1,1,,,1,0,,1,
Stock Market - Swing Trading Strategies for Wall Street,,,,,,,,1,1,0,,
Essential Options: Strategies for Mastering the Stock Market,,,,,,,,,,0,1,
The Day Trader: Learn to Trade The Stock Market and Forex,,0,,,0,,,0,,,,
Introduction To The World Of Equity Finance,,,,,,,,,,0,0,1
Stock Technical Analysis with Excel,1,,,0,,,,0,0,,,
Beginners Forex strategy,1,,,,,,,,,,0,1
Mortgage Backed Securities,,,,,1,,,,,,,0
The Complete Financial Model Builder Course-Build 7 Models,0,,,,,,,0,,,,
Fundamental Financial Math,,,,,,,,0,,0,,
Equity Swaps,,,,0,1,,,,,,,
Proven Methods In Trading Candlestick Patterns,,,,,,,,,,0,,
Read financial statements as a stock investor,,,,,,,,,0,,,
Investing: How to Fix Hidden Flaws Inside Your Portfolio,,,,,,0,,1,,,,
Certificate Program in Financial Accounting,,0,,,,,,0,,1,,
Trading Biotech Stocks - Understanding the Healthcare Sector,,,,,,,,,,,,
Indian Contract Act 1872: Must for all Finance Professionals,,,,,,,,,,,1,
Fundraising Success: The Art & Science of Major Gifts,0,0,,0,,0,,,,1,,
Smart Trading Techniques for Safe & Consistent Weekly Result,,,,,1,,0,1,,,,
Technical Trading and Investing Made Easy,,1,,0,0,,,,,,1,
Budgeting for Business,,,,,,0,,1,,0,,0
Complete Guide to Business Loans,,,,,,,,,,,,
Hot Trading Investing Strategy: ETF and Futures,,,,,,0,1,0,,0,,
Financial Management - A Complete Study,,,,1,,,,,,,1,
MQL4 Programming for Traders: Build Robust Trading Robots!,,1,1,,,,,0,,,,
Ultimate Stock Market Investing: Learn How to Value Stocks,,,,,,,0,1,,,0,0
Collection of Advanced Options concepts for Options traders,,,,0,,,0,,1,,,
No Bull Investing: Investing 101 For Financial Freedom,,,,1,,,,,,,,
Financial Modeling - Build Your Own 3 Statement Projection,,,,,,0,,,,,,0
Small Business Owners: Drive a Productive Business and Grow,,,0,,,,,0,,,,
Successful Day Trading with Fibonacci,,,1,,,1,,,,,,
Short Straddles - Exploit Earnings Option Volatility Crush,,,,0,,,,,,,,1
Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,,,1,,,,,,,,,
Technical Analysis 101: Ten Primary Candlestick Reversals,,,,,1,,,,,1,,
Financial Analysis:  A Recipe for Success,,,,,,,,,,,,
"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",,,,,,,,,,,,
Intro to Financial Statement Audits,,,0,,,,,,,1,0,1
"How to Get Growing, Passive Income from the Fortune 500!",,,0,1,0,1,,0,,,,1
Managing Budgets in the Public and Non Profit Sector,1,,,,,,,,,,,
System of Asset Management for Professionals (SAMP),,,,,,,,,,,,
How to invest in Forex Trading & add an additional income,,,1,1,0,,,,,0,,
Tax made simple for Limited Company Owners and Contractors,0,,,,,,,1,,0,,1
Introduction to the 8 Pillars for Accountants,,,,,,1,,0,,,,
FX Trading for Beginners,,,,,0,,,,,,,1
Write a Successful Business Grant Proposal,,,,,,,,,1,,,
A Guide To Trade Binary Options Like An Expert,0,,,,,1,,,,,,
Ratio analysis for bankers and credit analysts,,,0,,,1,,,,,,
Numbers for the  Business Plan,,,,,,,,,0,1,,
Dash Crypto Currency Technical and Trading Overview Bootcamp,,,,,,,,,1,1,,1
1 - Concepts of Statistics For Beginners Step by Step,,,,1,,,1,1,,,,
4. Ordinary Simple Annuities: The Basics,,,,,,0,1,,0,,,
الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,,1,,,,,0,,,,,
Financial Risk Manager (FRM) Certification: Level II,,0,,,,,,,,,,
Level 1 2014 CFA® Program – Corporate Finance,,,,,0,,1,,,,,1
3. Compound Interest ,,,,,,,,,,,,
8. Amortization Schedules,,,,,,,,,0,,0,
Finance Fundamentals for Non Finance Leaders,,,,0,,1,0,0,,,,
Strategy layout and Backtesting,,,,,1,,,,,1,,0
Easy Forex and Futures Trading,0,,,0,1,,1,,,,,1
Finanzas y Análisis Financiero: Manejo Seguro de Negocios,,,,,,,,,,,,
Aprende a hacer paper trading (simulación) con Ninja Trader,1,,,1,,,1,1,,,,0
Trading mit kleinen Konten - Grundlagen die du kennen musst,,0,,,,1,,,,,1,0
entiende la contabilidad y consigue un aumento de salario,,,,1,,,,,,,1,
Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,0,,,,,,,,,0,,
Trading Forex  - L'analyse des volumes,,,,,,,,1,,,,
Disminuye deudas en tu hogar en menos de 30 días,,,,,,0,,,0,,,
CPA 10 COMPLETO,,,,,,0,0,,,,1,
Trading Intradiario basado en Precio y Volumen,,,,,,,,,,,,
Aprenda Cálculo Financeiro de Forma Simples,1,,,,,,0,,1,,,
Wie funktionieren Bitcoin? Ein Einführungskurs.,,,1,,,,,,1,,,0
Estruturação Financeira,,,,,,,,,0,,,1
Five steps to becoming a winner in stock investing,,,,,,,,0,,1,,
Financial Accounting Plus Excel and SAP Crash Course.,,,,,,,,,,,,
Introduction to Financial Consolidation under IFRS,,,,,,,,,1,0,,
How to read a Profit & Loss Account and Balance Sheet,1,,,,,,,0,,1,,
Learn Bookkeeping From Scratch,,,0,,,,0,,,,0,
ACCA MA1 Management Information,,,,,,,,,,,,1
Introduction to Bitcoin for Beginners,0,,,,,,,,,,,
Stock Trading: Ultimate Guide to swing trading stocks,1,,,,,,1,1,,1,,
Bookkeeping Systems,,,1,,1,,,1,,,,
Precious Metal Equities,,,,,,,,0,,,,
Start Now: A Rescue Plan for Retirement Late Savers,,,,,,,,,,,0,0
Eu Funding: Module 2 - Introduction to Horizon 2020,1,,,,,1,,,0,,,
How I Make Money Writing About Stocks Online,,,1,,,,,,,,,
Tradeonomics - Four Steps to Mastering Economic Indicators,1,,,,,,0,,,,,
Improve Your Financial Literacy,,,,,,,,1,,,,
Forex Trading : Power Of Moving Averages,,,,,,,,,,,0,
Demystifying Your Personal Tax Return,,,,0,0,1,0,,,,,
Samuel and Co Trading - Stock & Forex Trading,,,1,,,1,,,0,,,1
Accounting Department's Tips & Tricks - Beginner to Advanced,,,,0,,,0,1,,,,
Certificate Program In Management Accounting,,,1,,,0,,,,,,
How I Trade Forex Successfully,,0,,0,1,,0,,,0,,0
Professional Trading With Institutional Supply & Demand,,,0,,,,,,,,,
Master Calendar Spreads with this live trade on Gold (GLD),,,,,,,,1,,,,
Accounting 101: Guide to Business Accounting,0,,0,,,,,,1,,,
An Introduction to Financial Markets on Wall Street,1,,1,,0,,,0,,,0,
Win 90% of Trades; Quantitative Investments Models in Excel,,,0,,0,,1,,,0,0,0
The Forex Pivot Points Trading Strategy,,,,,,,,,,,0,
Your Business by the Numbers,,,,,0,,,0,,,,
Forex - Trade Gartley with Precision - Complete Strategy,1,0,1,,,,,0,0,,1,1
Bitcoin & Ethereum Course (2 Course Bundle),,0,1,,,,,,0,,,
Create Trading Robot Without Coding Skills!,0,,,,,,,,,,,
Accounting and the Triple Bottom Line,,,,,,,,,,,0,
MQL5 - Beginner To Expert,,,,0,,,,,1,,,
How to be A High Performance Insurance Broker Part 2,,,,,,,,,,,,1
"CFA Level I Workshop 5: Corp Finance, Quants II & Derivative",1,,,,,,,0,,,,1
Xero Bookkeeping Course & Certification by Accounting Firm,,,,,,,,,,0,,
Trading News Using Binary Options,0,,,,,0,,,,,1,
Trading Trends in ANY Market,,0,,,0,,,,,,,
Financial Statements Analysis: Learn to Invest Like a Pro!,,,1,,0,,,,,1,0,
Contango VXX - ETF Options Trading - Double Your Investment,,,,,0,,,1,,,,0
Mergers and Acquisitions M&A Essentials You Need to Know,,,,,,,,,,,,
TRADING MARKET MAP,0,,,,,,,1,,,,
How To Confidently Join The Bitcoin Revolution,,,,,,,1,1,,,,
High Probability Trading Across Any Market: Stocks & Forex,,,,,,,,,,,,
Option Trading for Rookies: Make & Manage Profitable Trades,,,,,,,,,0,,0,
Your First Successful Forex Trades - With Case Studies,,1,,,0,,,,,,,
MCA Accountancy and Financial Management -Paper MCS 35 IGNOU,,,,,,1,,,,,,
"High-Frequency Trading #1: Basics, History & Strategies",,,,,,,,,1,0,,
Financial Accounting - The Ultimate Beginner Course,,0,,,,,,,,,,
Level 1 2014 CFA® Program – Derivatives,,,0,,,,,,,,0,
The Complete Investing Guide: How to Beat Wall Street,,,1,,,,,1,0,,,
"Bitcoins - Past, Present, Future",,,,0,,,,,,,0,
Learn Accounting by Specific Examples - Part 1,,,,,,,,,1,,1,
Forex: Presentation and  Analysis (Fundamental & Technical),,,,,0,,,,,,1,1
Year-end QuickBooks Procedures,,,1,,1,,,1,,,,
Price Action Gap Trading Strategies,0,,,,0,,,,,1,,
How to start a successful career in finance?,,0,,,,1,,,,,,
Level 1 2014 CFA® Program – Equity Investments,,1,,0,,,1,,,,,1
Wealth Management,,,,,1,,,,,,1,
Basics of Private Equity,,,,,,,0,,0,0,,
Curso Completo del Mercado FOREX,,,,0,,,,,,,,
Como Investir em Ações para Iniciantes,,,,1,,1,,,,,,
Robots de Forex: espere ganar 175%p.a! Incluye Robot de Fx! ,,,1,,,,0,,,,,
６時間でインターバンク市場を攻略！最短距離でトレード基礎力,,,,0,,,,,0,,,
Matemática Financeira de um jeito fácil,,,,,,,,,,0,,
ビットコイン生態系｜既存通貨が主役をやめる日,,,,,,1,,,,,,
Trading Forex - Trader avec les figures harmoniques,,,,,,,,,0,,,
Введение в Финансовую Инженерию,,,1,,,1,,,,,,
Aprenda a Investir no Tesouro Direto Passo a Passo,,,1,,,1,,,,,,
資産運用の基礎を学ぶファイナンス入門,,,,,1,,,,,0,,
Aprende a invertir y deja que tu dinero trabaje para ti,,,,,,,,,0,1,,0
Buchführung lernen leicht gemacht,,,,,,,1,,,,,
Day Trading: High ROI Day Trading ,,,,,,1,,,,,,
Flow Management and Forecasting,,1,,,1,,,,,,,
An Introduction to Management of Portfolios (MoP),,,,,,,,,1,,1,
CFA Level I Workshop 1: Ethics and Quantitative Methods,1,,,,1,,1,0,,0,,
Accounting Basics 101 for Understanding Business,0,0,1,,,0,,,,,,
Mortgage Acceleration,,,,,,,,,,,,
Stock Market for Beginners. Learn to trade,,,,,,,,,1,1,,
CFA Corporate Finance Level 1 (Part 1),0,,,,,,,,,,0,1
Trading Tips from Hedge Fund Manager,,,,,,,,,1,,,
Effective Debt Collection Strategies,,,,,,0,,,,1,,1
IAS 1-Presentation of Financial Statements ,,,,,,,,1,,1,,
Stock Trading Strategies Using a D.A.R.T.,,,,0,,,,,1,,1,
Capital Structuring Techiques for CA / CFA / CPA Exams,0,,,,,1,,,1,,,
The Complete Guide to Forex Trading,,,,,,,,,0,,,
Learn How to Trade Binary Options Professionally,,,1,,,,,0,,,,
Learn How to Start Small and Make It Big In Small-Cap Stocks,0,,1,,,,,,,0,,
Trading strategies with common sense technical analysis,,,,,,,,,,1,,1
Startup Business: How To Raise Seed Capital,,,,,,,,,,,1,0
Business Economics - Basics (College Level),,,0,1,,0,,,,0,,1
Technical Analysis 101: Master the Basics of Trading,,,1,,,,,,,,,
Investing in Stocks? Master The Art of Covered Calls Selling,,,0,1,,,,,,,,
How to Trade Binary Options Effectively – All Levels,0,0,,,,,,,,,,
Stock Market: The Zero Risk Way of Investing,,,,1,,1,,,,,,
Forex Trading using professional indicators by TOP traders,,,,,,,,,0,,,
Corporate Finance 101: Equity Valuation,,,,0,,,,,,,,1
Trading Strategies: Find The Trading Strategy That Fits You,,1,,1,,,,,,,,
Forex Trading - Learn An Effective Forex Trading Strategy,,,,,,,,,,,,
Navigate the 10-K and Other Financial Reports,0,,,,1,,,1,,0,,0
From 0 to 1: Investments and Portfolio Theory,,0,,,,,,1,,,0,
Bitcoin - The Complete Guide,,,,,,,,1,,,,1
Professional Trader's Mindset - Complete Forex Course,0,,,,,,,0,,1,,0
